treat,control,nexp1,nexp2,age,education,Black,Hispanic,married,nodegree,earnings_1975,earnings_1978
0,1,0,0,25,11,0,1,1,1,0,4485.616
0,1,0,0,30,12,1,0,0,0,0,13613.35
0,1,0,0,22,8,1,0,0,1,0,1390.509
0,1,0,0,55,3,1,0,0,1,0,5843.796
0,1,0,0,35,10,1,0,0,1,9902.763,9453.827
0,1,0,0,20,10,1,0,0,1,0,8598.522
0,1,0,0,29,9,1,0,0,1,1203.824,9378.653
0,1,0,0,20,11,1,0,0,1,3470.389,7896.707
0,1,0,0,27,9,1,0,0,1,2129.016,0
0,1,0,0,28,10,1,0,1,1,6449.48,16988.18
0,1,0,0,20,11,1,0,0,1,2531.311,0
0,1,0,0,26,14,1,0,1,0,2025.566,0
0,1,0,0,19,8,0,1,0,1,1087.803,2987.101
0,1,0,0,34,11,1,0,0,1,0,2920.199
0,1,0,0,22,12,1,0,0,0,0,0
0,1,0,0,32,12,0,1,1,0,0,6735.32
0,1,0,0,19,11,1,0,0,1,1868.021,0
0,1,0,0,31,10,1,0,0,1,0,0
0,1,0,0,18,9,1,0,0,1,0,0
0,1,0,0,28,10,1,0,0,1,4479.587,128.672
0,1,0,0,32,12,1,0,0,0,12419.18,10673.7
0,1,0,0,50,10,0,1,0,1,0,0
0,1,0,0,20,12,1,0,0,0,591.8151,4159.919
0,1,0,0,25,11,1,0,1,1,0,44.75546
0,1,0,0,23,10,1,0,1,1,0,0
0,1,0,0,21,14,1,0,0,0,5926.795,29408.04
0,1,0,0,38,10,1,0,0,1,0,0
0,1,0,0,25,7,0,1,0,1,1177.118,9722.349
0,1,0,0,25,10,1,0,1,1,0,3701.812
0,1,0,0,29,12,1,0,0,0,2080.209,16969.95
0,1,0,0,42,10,1,0,0,1,0,6930.336
0,1,0,0,39,12,1,0,1,0,0,3795.799
0,1,0,0,27,11,1,0,1,1,20035.26,9074.764
0,1,0,0,34,13,1,0,1,0,0,5193.247
0,1,0,0,25,11,1,0,1,1,3266.406,479.2677
0,1,0,0,28,10,1,0,0,1,10068.4,0
0,1,0,0,24,7,1,0,0,1,0,2193.528
0,1,0,0,32,11,1,0,0,1,0,11120.53
0,1,0,0,27,13,1,0,0,0,0,7609.518
0,1,0,0,20,12,1,0,0,0,4932.215,6086.966
0,1,0,0,29,13,1,0,0,0,2265.579,2725.322
0,1,0,0,26,10,1,0,0,1,0,2169.027
0,1,0,0,44,11,1,0,0,1,0,0
0,1,0,0,24,9,1,0,0,1,4118.681,597.42
0,1,0,0,28,10,0,0,1,1,6346.193,6793.077
0,1,0,0,24,11,1,0,0,1,1327.993,9495.902
0,1,0,0,25,11,1,0,0,1,0,1264.232
0,1,0,0,25,8,1,0,1,1,515.8274,14281.31
0,1,0,0,23,11,1,0,0,1,5716.407,10274.84
0,1,0,0,20,11,1,0,0,1,1650.461,278.8751
0,1,0,0,24,12,1,0,0,0,8100.533,11235.11
0,1,0,0,20,11,0,0,1,1,8159.507,6336.783
0,1,0,0,25,12,1,0,0,0,0,0
0,1,0,0,28,11,1,0,0,1,863.4795,0
0,1,0,0,28,12,1,0,1,0,0,0
0,1,0,0,21,12,0,0,0,0,5440.815,11544.01
0,1,0,0,24,11,0,0,0,1,1468.383,10361.69
0,1,0,0,32,10,1,0,0,1,0,0
0,1,0,0,21,10,1,0,1,1,1785.18,6831.106
0,1,0,0,21,8,1,0,0,1,6608.304,3083.581
0,1,0,0,25,10,1,0,1,1,11696.37,11127.28
0,1,0,0,22,10,0,0,1,1,23031.98,5448.801
0,1,0,0,22,10,1,0,0,1,0,0
0,1,0,0,19,9,1,0,0,1,0,5712.643
0,1,0,0,31,10,1,0,1,1,0,0
0,1,0,0,23,11,1,0,0,1,0,0
0,1,0,0,22,11,1,0,0,1,875.2615,9139.652
0,1,0,0,33,11,1,0,0,1,0,0
0,1,0,0,27,10,1,0,0,1,0,1184.882
0,1,0,0,29,11,1,0,1,1,0,10225.88
0,1,0,0,38,10,1,0,1,1,14701.95,4393.523
0,1,0,0,20,6,1,0,0,1,2850.61,0
0,1,0,0,23,10,1,0,0,1,0,0
0,1,0,0,29,11,1,0,0,1,3256.165,3290.293
0,1,0,0,26,9,1,0,0,1,6955.054,11856.88
0,1,0,0,25,9,1,0,1,1,0,4715.371
0,1,0,0,24,11,1,0,0,1,13370.58,19533.88
0,1,0,0,25,10,1,0,0,1,0,289.7899
0,1,0,0,23,11,0,0,0,1,19995.64,12896.22
0,1,0,0,25,13,1,0,0,0,3751.048,1672.776
0,1,0,0,20,9,1,0,0,1,9164.449,8924.395
0,1,0,0,25,11,1,0,0,1,3072.726,284.6584
0,1,0,0,29,12,0,0,0,0,12205.14,16328.96
0,1,0,0,25,9,1,0,1,1,16946.63,7343.964
0,1,0,0,23,11,1,0,0,1,580.7901,0
0,1,0,0,44,9,1,0,1,1,10857.24,12359.31
0,1,0,0,22,12,1,0,1,0,9352.199,8072.181
0,1,0,0,20,11,0,0,0,1,1159.131,0
0,1,0,0,36,11,1,0,0,1,7311.561,0
0,1,0,0,24,10,1,0,0,1,0,0
0,1,0,0,28,8,0,0,0,1,0,8190.421
0,1,0,0,39,11,1,0,0,1,83.68964,0
0,1,0,0,27,12,0,1,0,0,24276.97,15762.88
0,1,0,0,31,10,1,0,0,1,520.4463,14527.88
0,1,0,0,26,6,1,0,0,1,0,4813.05
0,1,0,0,30,11,1,0,1,1,24105.39,7263.025
0,1,0,0,31,8,1,0,0,1,4577.68,6153.83
0,1,0,0,26,8,1,0,0,1,5562.598,3523.578
0,1,0,0,26,10,1,0,1,1,9107.431,12659.58
0,1,0,0,24,12,1,0,0,0,159.8847,0
0,1,0,0,25,11,1,0,0,1,2455.067,8764.148
0,1,0,0,29,9,1,0,0,1,9160.693,0
0,1,0,0,30,14,1,0,1,0,0,7344.678
0,1,0,0,25,10,1,0,1,1,0,0
0,1,0,0,41,12,1,0,0,0,9818.467,0
0,1,0,0,29,11,1,0,1,1,0,0
0,1,0,0,25,12,1,0,1,0,0,0
0,1,0,0,28,13,1,0,0,0,0,0
0,1,0,0,23,11,1,0,0,1,0,4350.907
0,1,0,0,54,11,1,0,0,1,0,7812.522
0,1,0,0,33,5,0,1,0,1,0,0
0,1,0,0,31,12,0,0,0,0,494.643,0
0,1,0,0,34,12,1,0,0,0,4087.214,5670.82
0,1,0,0,50,8,1,0,1,1,5630.05,8997.193
0,1,0,0,31,11,1,0,0,1,7505.213,308.3352
0,1,0,0,36,12,0,1,0,0,11491.95,4978.501
0,1,0,0,20,8,1,0,0,1,0,3644.655
0,1,0,0,24,12,0,0,1,0,24294.75,665.7374
0,1,0,0,23,12,0,1,0,0,8960.684,7078.178
0,1,0,0,26,13,0,0,0,0,5395.119,9766.2
0,1,0,0,28,11,0,0,0,1,3200.912,7645.055
0,1,0,0,45,9,1,0,0,1,0,4844.803
0,1,0,0,23,10,1,0,1,1,9854.153,0
0,1,0,0,28,11,1,0,0,1,13371.25,0
0,1,0,0,26,11,1,0,1,1,4184.732,0
0,1,0,0,22,10,1,0,0,1,2174.955,5344.021
0,1,0,0,27,13,0,0,0,0,474.5018,4812.576
0,1,0,0,27,12,0,1,0,0,2677.771,17395.17
0,1,0,0,39,6,1,0,0,1,0,0
0,1,0,0,25,11,1,0,0,1,0,0
0,1,0,0,31,11,1,0,0,1,18291.41,0
0,1,0,0,22,12,1,0,0,0,2003.68,439.6881
0,1,0,0,22,10,1,0,0,1,13732.98,10770.96
0,1,0,0,28,10,1,0,0,1,367.8234,4858.895
0,1,0,0,31,11,1,0,0,1,6382.587,0
0,1,0,0,27,10,1,0,1,1,11280.71,0
0,1,0,0,28,11,1,0,1,1,5393.895,4974.586
0,1,0,0,26,12,1,0,0,0,0,0
0,1,0,0,27,12,1,0,0,0,32984.25,10833.34
0,1,0,0,27,12,0,0,0,0,5035.444,0
0,1,0,0,36,12,1,0,0,0,142.3973,0
0,1,0,0,26,8,1,0,1,1,4084.258,0
0,1,0,0,23,9,1,0,1,1,19289.85,7600.104
0,1,0,0,23,10,1,0,0,1,0,0
0,1,0,0,31,12,1,0,0,0,5613.909,0
0,1,0,0,36,7,1,0,0,1,1606.662,20780.65
0,1,0,0,39,12,1,0,1,0,6608.137,499.2572
0,1,0,0,35,11,1,0,1,1,8720.905,0
0,1,0,0,21,9,0,0,0,1,1577.167,1740.199
0,1,0,0,36,11,0,1,0,1,3063.878,1324.542
0,1,0,0,27,12,0,0,0,0,0,14792.9
0,1,0,0,26,11,1,0,0,1,1174.991,6672.021
0,1,0,0,28,9,1,0,1,1,9210.447,1239.844
0,1,0,0,33,9,0,1,1,1,0,0
0,1,0,0,28,11,1,0,1,1,10033.91,0
0,1,0,0,22,11,1,0,0,1,6974.484,3708.719
0,1,0,0,25,11,1,0,0,1,4284.429,4116.702
0,1,0,0,25,10,1,0,1,1,0,0
0,1,0,0,27,11,1,0,0,1,766.2986,0
0,1,0,0,26,8,0,0,1,1,36941.27,30247.5
0,1,0,0,28,12,1,0,1,0,5551.456,12780.02
0,1,0,0,25,10,0,0,0,1,8140.402,3412.955
0,1,0,0,22,10,0,0,0,1,10598.67,7094.92
0,1,0,0,23,8,1,0,0,1,0,3746.701
0,1,0,0,20,12,0,0,0,0,3104.815,12573.97
0,1,0,0,19,11,1,0,0,1,3285.68,11195.93
0,1,0,0,17,9,0,1,0,1,671.2271,4209.579
0,1,0,0,19,11,1,0,0,1,5160.259,0
0,1,0,0,18,11,1,0,0,1,4152.609,4164.767
0,1,0,0,17,10,0,1,0,1,1239.628,5088.986
0,1,0,0,20,11,1,0,0,1,3248.937,6027.639
0,1,0,0,18,8,1,0,0,1,0,1568.15
0,1,0,0,20,10,1,0,0,1,3677.588,557.7499
0,1,0,0,18,11,1,0,0,1,2041.363,796.559
0,1,0,0,19,10,0,1,0,1,2275.368,4335.159
0,1,0,0,17,8,1,0,0,1,0,7010.444
0,1,0,0,17,10,0,1,0,1,1734.559,6354.194
0,1,0,0,18,10,1,0,0,1,2682.125,0
0,1,0,0,18,10,1,0,0,1,240.1067,2891.668
0,1,0,0,19,11,0,1,1,1,308.2192,0
0,1,0,0,18,11,1,0,0,1,8784.237,1824.377
0,1,0,0,19,11,1,0,0,1,1615.901,8823.059
0,1,0,0,19,10,1,0,0,1,963.9971,7047.08
0,1,0,0,19,9,0,1,0,1,0,3811.683
0,1,0,0,18,10,1,0,0,1,1642.365,0
0,1,0,0,18,10,1,0,0,1,0,9602.439
0,1,0,0,17,11,1,0,0,1,3796.029,0
0,1,0,0,18,6,0,1,0,1,6142.681,3825.308
0,1,0,0,19,11,1,0,0,1,2445.589,9772.283
0,1,0,0,18,8,0,1,0,1,0,10798.56
0,1,0,0,18,11,1,0,0,1,0,4657.273
0,1,0,0,17,11,1,0,0,1,0,8551.533
0,1,0,0,19,10,1,0,0,1,0,4309.878
0,1,0,0,19,10,1,0,0,1,0,5286.396
0,1,0,0,18,9,1,0,0,1,0,12486.17
0,1,0,0,18,10,1,0,0,1,2285.03,3268.938
0,1,0,0,18,11,1,0,0,1,2292.171,4994.227
0,1,0,0,18,10,1,0,0,1,273.5525,5514.365
0,1,0,0,18,9,0,1,0,1,2684.91,2978.669
0,1,0,0,18,9,1,0,0,1,0,10877.35
0,1,0,0,18,12,1,0,0,0,1405.512,0
0,1,0,0,18,9,0,1,0,1,1646.51,1065.672
0,1,0,0,19,11,1,0,0,1,393.8598,2481.518
0,1,0,0,18,7,0,1,1,1,2672.202,6330.888
0,1,0,0,19,11,0,0,0,1,823.2544,2649.599
0,1,0,0,18,8,0,1,0,1,2483.852,11135.53
0,1,0,0,17,8,1,0,0,1,1178.219,14380.17
0,1,0,0,18,10,1,0,0,1,0,202.2847
0,1,0,0,17,10,1,0,0,1,1726.439,11061.62
0,1,0,0,17,10,1,0,0,1,664.569,0
0,1,0,0,20,10,1,0,0,1,690.192,10864.88
0,1,0,0,18,10,1,0,0,1,1428.144,11602.94
0,1,0,0,19,11,1,0,0,1,705.1964,0
0,1,0,0,17,10,1,0,0,1,0,2657.705
0,1,0,0,18,7,1,0,0,1,0,4132.577
0,1,0,0,18,11,1,0,0,1,0,11303.14
0,1,0,0,20,9,1,0,0,1,2483.852,0
0,1,0,0,19,10,0,1,0,1,0,0
0,1,0,0,18,9,1,0,0,1,0,0
0,1,0,0,17,10,1,0,0,1,0,0
0,1,0,0,17,11,1,0,0,1,1156.797,6365.031
0,1,0,0,17,10,1,0,0,1,0,2189.426
0,1,0,0,18,9,1,0,0,1,490.4656,3480.847
0,1,0,0,19,11,1,0,0,1,0,0
0,1,0,0,17,8,0,0,0,1,0,10210.99
0,1,0,0,18,10,1,0,0,1,0,11048.08
0,1,0,0,18,9,1,0,0,1,0,0
0,1,0,0,17,9,1,0,0,1,2595.267,0
0,1,0,0,17,8,1,0,0,1,0,8993.865
0,1,0,0,17,8,1,0,0,1,2036.79,0
0,1,0,0,19,9,0,1,0,1,2750.841,15581.44
0,1,0,0,17,9,1,0,0,1,620.9627,18085.73
0,1,0,0,19,10,1,0,0,1,1428.144,4687.937
0,1,0,0,19,6,0,1,0,1,0,5071.801
0,1,0,0,20,11,1,0,0,1,1633.202,1310.727
0,1,0,0,19,10,0,0,0,1,0,3194.01
0,1,0,0,17,11,0,0,0,1,0,0
0,1,0,0,18,9,0,0,0,1,559.596,7300.498
0,1,0,0,20,11,1,0,0,1,7666.875,7659.218
0,1,0,0,20,10,1,0,0,1,2856.287,18347.26
0,1,0,0,20,9,1,0,0,1,0,5193.089
0,1,0,0,19,9,1,0,0,1,2642.067,2652.625
0,1,0,0,18,10,1,0,0,1,2456.994,13674.75
0,1,0,0,19,11,1,0,0,1,4503.064,0
0,1,0,0,17,9,1,0,0,1,0,0
0,1,0,0,18,9,1,0,0,1,1413.863,3475.52
0,1,0,0,17,11,1,0,0,1,165.2077,4251.127
0,1,0,0,17,10,1,0,0,1,0,275.5661
0,1,0,0,19,10,1,0,0,1,604.1539,0
0,1,0,0,17,10,0,1,0,1,1168.902,11306.27
0,1,0,0,20,9,1,0,0,1,9691.033,8562.603
0,1,0,0,17,9,1,0,0,1,0,3590.702
0,1,0,0,19,11,1,0,0,1,0,0
0,1,0,0,17,10,0,0,0,1,2465.613,4211.662
0,1,0,0,19,10,1,0,1,1,0,12797.67
0,1,0,0,20,9,1,0,0,1,0,2035.914
0,1,0,0,18,11,1,0,0,1,1170.327,604.2287
0,1,0,0,18,10,0,1,1,1,1922.625,4768.354
0,1,0,0,18,9,1,0,0,1,0,2389.679
0,1,0,0,18,11,1,0,0,1,0,0
0,1,0,0,20,10,1,0,0,1,2749.977,6867.741
0,1,0,0,17,10,0,1,0,1,0,8469.275
0,1,0,0,19,11,1,0,0,1,0,0
0,1,0,0,19,9,1,0,0,1,1537.929,4188.736
0,1,0,0,17,10,1,0,0,1,0,1143.387
0,1,0,0,20,11,1,0,0,1,8012.085,18155.83
0,1,0,0,17,8,1,0,0,1,768.8102,3020.948
0,1,0,0,18,8,0,0,0,1,1345.909,1725.592
0,1,0,0,20,10,1,0,0,1,825.2301,0
0,1,0,0,17,9,0,1,0,1,0,5114.814
0,1,0,0,17,9,1,0,0,1,1206.441,0
0,1,0,0,19,11,1,0,0,1,0,0
0,1,0,0,18,10,1,0,0,1,0,781.2243
1,0,0,0,37,11,1,0,1,1,0,9930.046
1,0,0,0,22,9,0,1,0,1,0,3595.894
1,0,0,0,30,12,1,0,0,0,0,24909.45
1,0,0,0,27,11,1,0,0,1,0,7506.146
1,0,0,0,33,8,1,0,0,1,0,289.7899
1,0,0,0,22,9,1,0,0,1,0,4056.494
1,0,0,0,23,12,1,0,0,0,0,0
1,0,0,0,32,11,1,0,0,1,0,8472.158
1,0,0,0,22,16,1,0,0,0,0,2164.022
1,0,0,0,33,12,0,0,1,0,0,12418.07
1,0,0,0,19,9,1,0,0,1,0,8173.908
1,0,0,0,21,13,1,0,0,0,0,17094.64
1,0,0,0,18,8,1,0,0,1,0,0
1,0,0,0,27,10,1,0,1,1,0,18739.93
1,0,0,0,17,7,1,0,0,1,0,3023.879
1,0,0,0,19,10,1,0,0,1,0,3228.503
1,0,0,0,27,13,1,0,0,0,0,14581.86
1,0,0,0,23,10,1,0,0,1,0,7693.4
1,0,0,0,40,12,1,0,0,0,0,10804.32
1,0,0,0,26,12,1,0,0,0,0,10747.35
1,0,0,0,23,11,1,0,0,1,0,0
1,0,0,0,41,14,0,0,0,0,0,5149.501
1,0,0,0,38,9,0,0,0,1,0,6408.95
1,0,0,0,24,11,1,0,0,1,0,1991.4
1,0,0,0,33,11,1,0,0,1,7867.916,6281.433
1,0,0,0,18,10,1,0,0,1,0,11163.17
1,0,0,0,29,11,1,0,1,1,0,9642.999
1,0,0,0,25,11,1,0,0,1,0,9897.049
1,0,0,0,27,10,0,1,0,1,0,11142.87
1,0,0,0,17,10,1,0,0,1,0,16218.04
1,0,0,0,24,11,1,0,0,1,0,995.7002
1,0,0,0,17,10,1,0,0,1,0,0
1,0,0,0,26,11,1,0,1,1,2754.646,26372.28
1,0,0,0,48,4,1,0,0,1,0,6551.592
1,0,0,0,25,11,1,0,1,1,0,1574.424
1,0,0,0,20,12,1,0,0,0,0,0
1,0,0,0,25,12,1,0,0,0,0,3191.753
1,0,0,0,42,14,1,0,0,0,0,20505.93
1,0,0,0,25,5,1,0,0,1,0,6181.88
1,0,0,0,23,12,1,0,1,0,0,5911.551
1,0,0,0,46,8,1,0,1,1,0,3094.156
1,0,0,0,24,10,1,0,0,1,0,0
1,0,0,0,21,12,1,0,0,0,0,1254.582
1,0,0,0,19,9,0,0,0,1,0,13188.83
1,0,0,0,17,8,1,0,0,1,0,8061.485
1,0,0,0,18,8,0,1,1,1,0,2787.96
1,0,0,0,20,11,1,0,0,1,0,3972.54
1,0,0,0,25,11,1,0,1,1,0,0
1,0,0,0,17,8,1,0,0,1,0,0
1,0,0,0,17,9,1,0,0,1,0,0
1,0,0,0,25,5,1,0,0,1,0,12187.41
1,0,0,0,23,12,1,0,0,0,0,4843.176
1,0,0,0,28,8,1,0,0,1,0,0
1,0,0,0,31,11,1,0,1,1,0,8087.487
1,0,0,0,18,11,1,0,0,1,0,0
1,0,0,0,25,12,1,0,0,0,0,2348.973
1,0,0,0,30,11,1,0,1,1,0,590.7818
1,0,0,0,17,10,1,0,0,1,0,0
1,0,0,0,37,9,1,0,0,1,0,1067.506
1,0,0,0,41,4,1,0,1,1,0,7284.986
1,0,0,0,42,14,1,0,1,0,0,13167.52
1,0,0,0,22,11,0,0,0,1,0,1048.432
1,0,0,0,17,8,1,0,0,1,0,0
1,0,0,0,29,8,1,0,0,1,0,1923.938
1,0,0,0,28,10,1,0,0,1,2836.506,3196.571
1,0,0,0,35,10,1,0,0,1,0,4666.236
1,0,0,0,27,11,1,0,0,1,0,549.2984
1,0,0,0,29,4,1,0,0,1,0,762.9146
1,0,0,0,28,9,1,0,0,1,0,10694.29
1,0,0,0,27,11,1,0,0,1,0,0
1,0,0,0,23,7,0,0,0,1,0,0
1,0,0,0,45,5,1,0,1,1,0,8546.715
1,0,0,0,29,13,1,0,0,0,0,7479.656
1,0,0,0,27,9,1,0,0,1,0,0
1,0,0,0,46,13,1,0,0,0,0,647.2046
1,0,0,0,18,6,1,0,0,1,0,0
1,0,0,0,25,12,1,0,0,0,0,11965.81
1,0,0,0,28,15,1,0,0,0,0,9598.541
